url,average_commit_time (ms),average_image_gathering_time (ms),average_num_layers_drawn (),average_num_missing_tiles (),dom_content_loaded_time (seconds),dropped_percent (%),first_paint (ms),load_time (seconds),mean_frame_time (ms),percent_impl_scrolled (%),texture_upload_count (count),total_deferred_image_decode_count (count),total_deferred_image_decoding_time (seconds),total_image_cache_hit_count (count),total_texture_upload_time (seconds)
v2.0.1/button-groups.html,0,0,0.0,0.0,0.61,0.0,1622.0,1.077,15.815,0.0,0,0,0,0,0
v2.0.2/button-groups.html,0,0,0.0,0.0,0.576,0.0,1584.0,1.056,16.005,0.0,0,0,0,0,0
v2.0.3/button-groups.html,0,0,0.0,0.0,0.604,0.0,1735.0,1.086,16.018,0.0,0,0,0,0,0
v2.0.4/button-groups.html,0,0,0.0,0.0,0.623,0.0,1823.0,1.126,16.106,0.0,0,0,0,0,0
v2.1.0/button-groups.html,0,0,0.0,0.0,0.561,0.0,1527.0,0.951,14.073,0.0,0,0,0,0,0
v2.1.1/button-groups.html,0,0,0.0,0.0,0.547,0.0,1515.0,0.93,14.028,0.0,0,0,0,0,0
v2.2.0/button-groups.html,0,0,0.0,0.0,0.528,0.0,1464.0,0.904,14.245,0.0,0,0,0,0,0
v2.2.1/button-groups.html,0,0,0.0,0.0,0.544,0.0,1532.0,0.936,14.397,0.0,0,0,0,0,0
v2.2.2/button-groups.html,0,0,0.0,0.0,0.529,0.0,1489.0,0.903,14.253,0.0,0,0,0,0,0
v2.3.0/button-groups.html,0,0,0.0,0.0,0.509,0.0,1499.0,0.906,14.179,0.0,0,0,0,0,0
v2.3.1/button-groups.html,0,0,0.0,0.0,0.517,0.0,1432.0,0.89,14.294,0.0,0,0,0,0,0
v2.3.2/button-groups.html,0,0,0.0,0.0,0.518,0.0,1454.0,0.903,14.211,0.0,0,0,0,0,0
v3.0.0-rc.2/button-groups.html,0,0,0.0,0.0,0.551,0.0,1413.0,0.99,11.668,0.0,0,0,0,0,0
v3.0.0-rc1/button-groups.html,0,0,0.0,0.0,0.509,0.0,1214.0,0.861,11.709,0.0,0,0,0,0,0
v3.0.0-rcFinal/button-groups.html,0,0,0.0,0.0,0.563,0.0,1418.0,0.963,11.668,0.0,0,0,0,0,0
v1.0.0/dropdowns.html,0,0,0.0,0.0,0.126,0.0,262.0,0.23,8.622,0.0,0,0,0,0,0
v1.1.0/dropdowns.html,0,0,0.0,0.0,0.104,0.0,205.0,0.197,8.541,0.0,0,0,0,0,0
v1.1.1/dropdowns.html,0,0,0.0,0.0,0.103,0.0,307.0,0.197,8.704,0.0,0,0,0,0,0
v1.2.0/dropdowns.html,0,0,0.0,0.0,0.085,0.0,164.0,0.122,8.666,0.0,0,0,0,0,0
v1.3.0/dropdowns.html,0,0,0.0,0.0,0.083,0.0,163.0,0.121,8.739,0.0,0,0,0,0,0
v1.4.0/dropdowns.html,0,0,0.0,0.0,0.079,0.0,161.0,0.118,8.756,0.0,0,0,0,0,0
v2.0.0/dropdowns.html,0,0,0.0,0.0,0.096,0.0,181.0,0.134,8.856,0.0,0,0,0,0,0
v2.0.1/dropdowns.html,0,0,0.0,0.0,0.096,0.0,182.0,0.137,8.928,0.0,0,0,0,0,0
v2.0.2/dropdowns.html,0,0,0.0,0.0,0.094,0.0,187.0,0.136,8.853,0.0,0,0,0,0,0
v2.0.3/dropdowns.html,0,0,0.0,0.0,0.093,0.0,182.0,0.136,8.885,0.0,0,0,0,0,0
v2.0.4/dropdowns.html,0,0,0.0,0.0,0.091,0.0,180.6,0.133,8.895,0.0,0,0,0,0,0
v2.1.0/dropdowns.html,0,0,0.0,0.0,0.108,0.0,226.0,0.152,8.837,0.0,0,0,0,0,0
v2.1.1/dropdowns.html,0,0,0.0,0.0,0.169,0.0,280.0,0.215,8.81,0.0,0,0,0,0,0
v2.2.0/dropdowns.html,0,0,0.0,0.0,0.109,0.0,202.0,0.152,8.874,0.0,0,0,0,0,0
v2.2.1/dropdowns.html,0,0,0.0,0.0,0.11,0.0,199.0,0.152,8.853,0.0,0,0,0,0,0
v2.2.2/dropdowns.html,0,0,0.0,0.0,0.102,0.0,190.0,0.142,8.753,0.0,0,0,0,0,0
v2.3.0/dropdowns.html,0,0,0.0,0.0,0.11,0.0,223.0,0.156,8.727,0.0,0,0,0,0,0
v2.3.1/dropdowns.html,0,0,0.0,0.0,0.106,0.0,199.0,0.149,8.805,0.0,0,0,0,0,0
v2.3.2/dropdowns.html,0,0,0.0,0.0,0.099,0.0,188.0,0.14,8.753,0.0,0,0,0,0,0
v3.0.0-rc.2/dropdowns.html,0,0,0.0,0.0,0.101,0.0,197.0,0.148,8.781,0.0,0,0,0,0,0
v3.0.0-rc1/dropdowns.html,0,0,0.0,0.0,0.085,0.0,168.0,0.121,8.857,0.0,0,0,0,0,0
v3.0.0-rcFinal/dropdowns.html,0,0,0.0,0.0,0.097,0.0,189.0,0.141,8.81,0.0,0,0,0,0,0
v1.0.0/forms.html,0,0,0.0,0.0,0.464,0.0,1527.0,0.958,8.557,0.0,0,0,0,0,0
v1.1.0/forms.html,0,0,0.0,0.0,0.495,0.0,1512.0,0.965,8.605,0.0,0,0,0,0,0
v1.1.1/forms.html,0,0,0.0,0.0,0.512,0.0,1638.0,1.057,8.559,0.0,0,0,0,0,0
v1.2.0/forms.html,0,0,0.0,0.0,0.53,0.0,1523.0,0.999,8.653,0.0,0,0,0,0,0
v1.3.0/forms.html,0,0,0.0,0.0,0.578,0.0,1632.0,1.072,8.667,0.0,0,0,0,0,0
v1.4.0/forms.html,0,0,0.0,0.0,0.514,0.0,1495.0,0.992,9.715,0.0,0,0,0,0,0
v2.0.0/forms.html,0,0,0.0,0.0,0.563,0.0,1620.0,1.061,8.698,0.0,0,0,0,0,0
v2.0.1/forms.html,0,0,0.0,0.0,0.581,0.0,1655.0,1.091,8.581,0.0,0,0,0,0,0
v2.0.2/forms.html,0,0,0.0,0.0,1.227,0.0,1801.0,1.768,8.469,0.0,0,0,0,0,0
v2.0.3/forms.html,0,0,0.0,0.0,0.585,0.0,1696.8,1.128,8.52,0.0,0,0,0,0,0
v2.0.4/forms.html,0,0,0.0,0.0,1.298,0.0,1896.0,1.863,8.532,0.0,0,0,0,0,0
v2.1.0/forms.html,0,0,0.0,0.0,1.299,0.0,1952.0,1.911,8.573,0.0,0,0,0,0,0
v2.1.1/forms.html,0,0,0.0,0.0,1.397,0.0,2045.0,2.002,8.613,0.0,0,0,0,0,0
v2.2.0/forms.html,0,0,0.0,0.0,1.364,0.0,1976.0,1.938,8.559,0.0,0,0,0,0,0
v2.2.1/forms.html,0,0,0.0,0.0,1.404,0.0,2085.0,2.046,8.44,0.0,0,0,0,0,0
v2.2.2/forms.html,0,0,0.0,0.0,1.316,0.0,1958.0,1.918,8.493,0.0,0,0,0,0,0
v2.3.0/forms.html,0,0,0.0,0.0,1.367,0.0,1986.0,1.947,8.533,0.0,0,0,0,0,0
v2.3.1/forms.html,0,0,0.0,0.0,1.296,0.0,1971.0,1.933,8.471,0.0,0,0,0,0,0
v2.3.2/forms.html,0,0,0.0,0.0,1.295,0.0,1905.0,1.866,8.628,0.0,0,0,0,0,0
v3.0.0-rc.2/forms.html,0,0,0.0,0.0,0.525,0.0,1427.0,0.964,8.422,0.0,0,0,0,0,0
v3.0.0-rc1/forms.html,0,0,0.0,0.0,1.395,0.0,2026.0,1.994,8.219,0.0,0,0,0,0,0
v3.0.0-rcFinal/forms.html,0,0,0.0,0.0,1.437,0.0,2148.0,2.112,8.41,0.0,0,0,0,0,0
